,name,position,team,first_owner,drafted_by,Week01_owner,Week01_points,Week01_status,Week01_RostStatus,Week10_owner,Week10_points,Week10_status,Week10_RostStatus,Week11_owner,Week11_points,Week11_status,Week11_RostStatus,Week12_owner,Week12_points,Week12_status,Week12_RostStatus,Week13_owner,Week13_points,Week13_status,Week13_RostStatus,Week14_owner,Week14_points,Week14_status,Week14_RostStatus,Week15_owner,Week15_points,Week15_status,Week15_RostStatus,Week16_owner,Week16_points,Week16_status,Week16_RostStatus,Week02_owner,Week02_points,Week02_status,Week02_RostStatus,Week03_owner,Week03_points,Week03_status,Week03_RostStatus,Week04_owner,Week04_points,Week04_status,Week04_RostStatus,Week05_owner,Week05_points,Week05_status,Week05_RostStatus,Week06_owner,Week06_points,Week06_status,Week06_RostStatus,Week07_owner,Week07_points,Week07_status,Week07_RostStatus,Week08_owner,Week08_points,Week08_status,Week08_RostStatus,Week09_owner,Week09_points,Week09_status,Week09_RostStatus,Week01_TransStatus,Week10_TransStatus,Week11_TransStatus,Week12_TransStatus,Week13_TransStatus,Week14_TransStatus,Week15_TransStatus,Week16_TransStatus,Week02_TransStatus,Week03_TransStatus,Week04_TransStatus,Week05_TransStatus,Week06_TransStatus,Week07_TransStatus,Week08_TransStatus,Week09_TransStatus
"Hill, T. QB NO","Hill, T.",QB,NO,Sam,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Sam,17.52,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,PickedUp,Dropped,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA
Cardinals DEF,Cardinals DEF,DEF,Cardinals,Liam,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Liam,2.0,Inactive,Bench,Liam,18.0,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Liam,7.0,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Sam,2.0,Active,Starting,FA,FA,FA,FA,PickedUp,None,Dropped,FA,FA,FA,FA,PickedUp,Dropped,FA,FA,PickedUp
"Cousins, K. QB MIN","Cousins, K.",QB,MIN,Matt,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Matt,21.4,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,FA,PickedUp,Dropped,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA
"Booker, D. RB LV","Booker, D.",RB,LV,Matt,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Matt,6.1,Active,Starting,Matt,4.9,Inactive,Bench,Matt,1.2,Inactive,Bench,Matt,3.9,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,FA,PickedUp,None,None,None,Dropped,FA,FA,FA,FA,FA,FA,FA
"Snell, B. RB PIT","Snell, B.",RB,PIT,Kevin,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Kevin,3.0,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Nolan,-0.9,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,FA,PickedUp,Dropped,FA,FA,PickedUp,Dropped,FA,FA,FA,FA,FA,FA
"Mims, D. WR NYJ","Mims, D.",WR,NYJ,Kevin,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Kevin,8.0,Inactive,Bench,Kevin,0.0,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,FA,PickedUp,None,Dropped,FA,FA,FA,FA,FA,FA,FA,FA,FA
"Akins, J. TE HOU","Akins, J.",TE,HOU,Graham,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Graham,5.0,Active,Starting,Graham,10.0,Inactive,Bench,Graham,7.9,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,FA,FA,PickedUp,None,None,Dropped,FA,FA,FA,FA,FA,FA,FA
Panthers DEF,Panthers DEF,DEF,Panthers,Sam,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Sam,2.0,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,FA,FA,PickedUp,Dropped,FA,FA,FA,FA,FA,FA,FA,FA,FA
"Thomas, L. TE WAS","Thomas, L.",TE,WAS,Sam,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Sam,10.3,Inactive,Bench,Sam,23.1,Inactive,Bench,Sam,13.3,Active,Starting,FA,,FA,FA,FA,,FA,FA,Nolan,1.8,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,FA,FA,PickedUp,None,None,Dropped,FA,PickedUp,Dropped,FA,FA,FA,FA
"Gage, R. WR ATL","Gage, R.",WR,ATL,Jake,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Jake,17.8,Inactive,Bench,Jake,6.3,Inactive,Bench,FA,,FA,FA,Nolan,4.6,Active,Starting,Nolan,4.0,Inactive,Bench,Nolan,3.6,Inactive,Bench,Nolan,10.5,Inactive,Bench,Nolan,11.4,Inactive,Bench,Nolan,4.5,Inactive,Bench,FA,,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,None,Dropped,PickedUp,None,None,None,None,None,Dropped
"Coutee, K. WR HOU","Coutee, K.",WR,HOU,Sam,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Sam,14.3,Inactive,Bench,Sam,10.4,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,None,Dropped,FA,FA,FA,FA,FA,FA,FA
"Ahmed, S. RB MIA","Ahmed, S.",RB,MIA,Jake,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Jake,1.3,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,Dropped,FA,FA,FA,FA,FA,FA,FA
"Hurts, J. QB PHI","Hurts, J.",QB,PHI,Sam,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Sam,18.58,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,Dropped,FA,FA,FA,FA,FA,FA,FA
"Ward, G. WR PHI","Ward, G.",WR,PHI,f,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,f,4.7,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,Dropped,FA,FA,FA,FA,FA,FA,FA
"Campbell, P. WR IND","Campbell, P.",WR,IND,Liam,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Liam,0.7,Active,Starting,Liam,0.00,Inactive,Reserve,Liam,0.00,Inactive,Reserve,Liam,0.00,Inactive,Reserve,Liam,0.00,Inactive,Reserve,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,None,None,None,None,Dropped,FA,FA
"Brown, M. RB LA","Brown, M.",RB,LA,Liam,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Liam,4.7,Inactive,Bench,Liam,1.9,Active,Starting,Liam,10.7,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,None,None,Dropped,FA,FA,FA,FA
"Kelley, J. RB LAC","Kelley, J.",RB,LAC,Liam,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Liam,13.3,Inactive,Bench,Liam,5.2,Inactive,Bench,Liam,4.3,Inactive,Bench,Liam,4.8,Active,Starting,Liam,0.0,Inactive,Bench,Liam,10.3,Inactive,Bench,Liam,3.5,Inactive,Bench,FA,,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,None,None,None,None,None,None,Dropped
"Howard, O. TE TB","Howard, O.",TE,TB,Nolan,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Nolan,2.1,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,Dropped,FA,FA,FA,FA,FA,FA
"Lambo, J. K JAX","Lambo, J.",K,JAX,Nolan,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Nolan,5.0,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,Dropped,FA,FA,FA,FA,FA,FA
"Miller, S. WR TB","Miller, S.",WR,TB,Sam,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Sam,3.2,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,Dropped,FA,FA,FA,FA,FA,FA
"Freeman, D. RB NYG","Freeman, D.",RB,NYG,Graham,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Graham,1.0,Inactive,Bench,Graham,10.8,Inactive,Bench,Graham,16.7,Inactive,Bench,Graham,6.7,Inactive,Bench,Graham,0.8,Active,Starting,Graham,0.0,Inactive,Bench,FA,,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,None,None,None,None,None,Dropped
"Shenault, L. WR JAX","Shenault, L.",WR,JAX,Nolan,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Nolan,8.4,Inactive,Bench,Liam,14.1,Active,Starting,Liam,14.9,Active,Starting,Liam,4.1,Active,Starting,Liam,7.4,Inactive,Bench,Liam,0.0,Inactive,Bench,Liam,0.9,Active,Starting,FA,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,Traded,None,None,None,None,None
"Lewis, D. RB NYG","Lewis, D.",RB,NYG,f,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,f,2.0,Inactive,Bench,f,3.8,Inactive,Bench,f,2.1,Inactive,Bench,f,2.0,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,None,None,None,Dropped,FA,FA
Broncos DEF,Broncos DEF,DEF,Broncos,Liam,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Liam,6.0,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,Dropped,FA,FA,FA,FA
"Fitzpatrick, R. QB MIA","Fitzpatrick, R.",QB,MIA,Matt,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Matt,21.3,Inactive,Bench,FA,,FA,FA,Nolan,16.04,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,Dropped,PickedUp,Dropped,FA,FA
"Cobb, R. WR HOU","Cobb, R.",WR,HOU,Nolan,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Nolan,5.6,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,Dropped,FA,FA,FA,FA
"Alie-Cox, M. TE IND","Alie-Cox, M.",TE,IND,Sam,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Sam,8.3,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,Dropped,FA,FA,FA,FA
"Johnson, D. RB CLE","Johnson, D.",RB,CLE,Jake,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Jake,4.6,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,Dropped,FA,FA,FA
"Bridgewater, T. QB CAR","Bridgewater, T.",QB,CAR,Graham,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Graham,20.82,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,Dropped,FA,FA,FA
"Minshew, G. QB JAX","Minshew, G.",QB,JAX,Liam,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Liam,19.84,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,Dropped,FA,FA,FA
"Jeffery, A. WR PHI","Jeffery, A.",WR,PHI,Kevin,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Kevin,0.0,Inactive,Bench,Kevin,0.0,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,None,Dropped,FA,FA
"Gonzalez, Z. K ARI","Gonzalez, Z.",K,ARI,Graham,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Graham,8.0,Active,Starting,Graham,16.0,Active,Starting,FA,,FA,FA,Sam,7.0,Active,Starting,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,None,Dropped,PickedUp
"Gostkowski, S. K TEN","Gostkowski, S.",K,TEN,Kevin,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Kevin,4.0,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,Dropped,FA,FA
"Gano, G. K NYG","Gano, G.",K,NYG,Jake,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Jake,3.0,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,Dropped,FA
"Smith, T. WR NO","Smith, T.",WR,NO,Liam,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Liam,9.4,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,Dropped,FA
"Fells, D. TE HOU","Fells, D.",TE,HOU,Sam,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Sam,0.0,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,Dropped,FA
"Patrick, T. WR DEN","Patrick, T.",WR,DEN,Sam,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Sam,7.4,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,Dropped,FA
"McManus, B. K DEN","McManus, B.",K,DEN,f,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,f,4.0,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,Dropped,FA
"Penny, R. RB SEA","Penny, R.",RB,SEA,Sam,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Sam,0.00,Inactive,Reserve,Sam,0.00,Inactive,Reserve,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,None
"Dallas, D. RB SEA","Dallas, D.",RB,SEA,Nolan,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Nolan,11.9,Active,Starting,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp
"Hasty, J. RB SF","Hasty, J.",RB,SF,Sam,,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Sam,5.4,Active,Starting,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp
